Longitude,Latitude,Date,Accident_Severity
-1.5110860000000002,55.006521,2016-02-11 23:59:59,3
-3.037737,53.818752,2016-02-07 23:59:59,2
-2.570653,53.707641,2016-05-11 23:59:59,3
-0.330834,53.776667,2016-06-10 23:59:59,3
-1.118442,51.258502,2016-06-11 23:59:59,3
-2.211989,50.75711,2016-07-29 23:59:59,3
-2.537086,53.90284200000001,2016-04-06 23:59:59,2
-1.381332,53.332816,2016-04-20 23:59:59,3
-0.32062399999999996,51.533376000000004,2016-04-03 23:59:59,3
-1.603768,51.166149,2016-02-24 23:59:59,3
-0.03923,51.632606,2016-12-20 23:59:59,2
-0.069871,51.543906,2016-12-24 23:59:59,3
-0.8328059999999999,51.808023,2016-09-03 23:59:59,3
-2.085315,50.787766,2016-11-09 23:59:59,2
-1.15485,52.64900600000001,2016-03-31 23:59:59,3
-0.351887,51.442186,2016-08-02 23:59:59,3
-1.5606719999999998,53.70779,2016-04-20 23:59:59,2
-0.05842000000000001,51.585893,2016-11-27 23:59:59,3
-3.826075,51.806173,2016-03-16 23:59:59,2
-3.5704019999999996,51.504186,2016-12-14 23:59:59,3
-0.26568,52.60143000000001,2016-09-20 23:59:59,3
-1.841506,52.528364,2016-10-05 23:59:59,3
-1.913557,51.660662,2016-05-26 23:59:59,3
-0.372064,51.457485999999996,2016-02-20 23:59:59,3
-2.389145,51.70774,2016-08-15 23:59:59,3
1.299701,51.134572,2016-11-15 23:59:59,3
-2.730518,53.363358,2016-04-08 23:59:59,3
-1.1385129999999999,50.800470000000004,2016-04-13 23:59:59,3
0.06905800000000001,51.420761999999996,2016-05-27 23:59:59,3
0.715137,51.371144,2016-01-15 23:59:59,3
-3.574502,50.438,2016-01-03 23:59:59,3
-1.443742,50.926559999999995,2016-10-09 23:59:59,3
-0.191734,51.456641,2016-05-26 23:59:59,3
-0.343082,51.80697,2016-06-20 23:59:59,2
0.320712,51.500945,2016-05-25 23:59:59,3
-1.7043380000000001,51.927685,2016-03-15 23:59:59,3
-0.435771,51.315938,2016-08-18 23:59:59,3
-1.338676,53.431394,2016-01-08 23:59:59,2
0.07596699999999999,51.373246,2016-10-07 23:59:59,3
-1.679707,54.643302,2016-09-14 23:59:59,3
0.513065,51.412358000000005,2016-11-02 23:59:59,3
-1.2239229999999999,51.751102,2016-10-20 23:59:59,2
-4.167333999999999,57.696408999999996,2016-08-27 23:59:59,3
-0.069549,53.559225,2016-12-20 23:59:59,3
-0.023452,51.685398,2016-04-04 23:59:59,3
-1.080717,53.957851,2016-04-20 23:59:59,3
-3.411275,53.186921999999996,2016-04-25 23:59:59,3
-1.4761799999999998,53.381613,2016-04-10 23:59:59,2
-1.6740000000000002,55.17473199999999,2016-04-19 23:59:59,3
-0.41896400000000006,51.512352,2016-06-24 23:59:59,3
-2.484311,52.90361600000001,2016-03-15 23:59:59,3
-0.354784,52.035349,2016-11-09 23:59:59,3
-1.49305,53.563438,2016-01-15 23:59:59,3
-1.973227,52.433828000000005,2016-08-31 23:59:59,3
-0.129965,51.632917,2016-06-25 23:59:59,3
-2.015275,51.693403,2016-06-10 23:59:59,2
-0.10996900000000001,51.550764,2016-11-24 23:59:59,3
-1.567575,55.015308,2016-07-21 23:59:59,2
-0.91409,53.70640699999999,2016-09-11 23:59:59,3
1.19564,52.051641,2016-12-27 23:59:59,2
-0.473434,51.745791,2016-06-08 23:59:59,3
-0.125052,51.524208,2016-08-27 23:59:59,3
-0.330237,51.232619,2016-01-15 23:59:59,3
0.5640390000000001,50.887608,2016-05-07 23:59:59,3
-1.477315,53.371155,2016-01-06 23:59:59,3
-2.240883,53.477934,2016-03-02 23:59:59,3
-0.350116,51.531187,2016-09-29 23:59:59,3
-1.8918439999999999,53.275431000000005,2016-04-20 23:59:59,3
-0.155815,51.426404999999995,2016-07-11 23:59:59,3
0.248356,50.828821000000005,2016-11-20 23:59:59,3
-3.051312,53.82097099999999,2016-07-31 23:59:59,2
-4.101743,55.865033999999994,2016-04-08 23:59:59,3
-0.14247200000000002,51.538964,2016-02-17 23:59:59,3
-1.54549,53.987238,2016-07-09 23:59:59,3
0.25602199999999997,50.798732,2016-03-07 23:59:59,3
-0.784299,50.733645,2016-12-31 23:59:59,3
-1.500082,52.402504,2016-07-18 23:59:59,3
-2.257158,53.483276000000004,2016-09-27 23:59:59,3
-2.328955,53.719335,2016-02-19 23:59:59,3
-0.388019,51.441789,2016-07-10 23:59:59,3
-2.793097,53.41615600000001,2016-10-24 23:59:59,3
-0.383384,51.619667,2016-08-05 23:59:59,3
-0.093835,51.484676,2016-04-27 23:59:59,3
-0.05426,51.510915000000004,2016-05-02 23:59:59,3
-1.24129,53.084219,2016-05-03 23:59:59,3
1.235207,52.050056,2016-11-30 23:59:59,3
-4.256704,56.237765,2016-02-02 23:59:59,3
1.289868,51.154728999999996,2016-08-13 23:59:59,3
-1.344239,50.901322,2016-11-22 23:59:59,3
-4.287162,55.79415699999999,2016-11-02 23:59:59,2
0.55633,51.580529999999996,2016-08-12 23:59:59,3
-1.5308549999999999,53.994876,2016-05-08 23:59:59,2
-2.035559,52.611029,2016-05-02 23:59:59,3
-1.883216,52.486141,2016-06-15 23:59:59,2
-0.112705,52.299675,2016-03-13 23:59:59,3
1.380568,52.626124,2016-12-01 23:59:59,3
-1.408086,50.902913,2016-11-25 23:59:59,3
-1.100998,53.991342,2016-06-13 23:59:59,3
-0.130615,51.476366,2016-08-08 23:59:59,3
-0.415391,51.449177,2016-09-10 23:59:59,3
-2.940498,53.298478,2016-02-16 23:59:59,3
-3.697002,51.488718,2016-11-23 23:59:59,3
-3.626121,55.970836,2016-06-03 23:59:59,3
-0.066091,51.517405,2016-09-28 23:59:59,2
-2.0745560000000003,51.987373,2016-02-08 23:59:59,2
-0.24625500000000003,52.585696999999996,2016-10-17 23:59:59,3
-1.202114,51.762141,2016-02-09 23:59:59,3
-0.22681300000000001,52.593768999999995,2016-10-31 23:59:59,3
-3.644512,55.906484,2016-05-18 23:59:59,3
-0.758123,51.766687,2016-06-16 23:59:59,3
-1.110303,53.955503,2016-09-29 23:59:59,2
-2.882212,53.783682999999996,2016-10-14 23:59:59,3
-2.3921040000000002,53.84498000000001,2016-04-15 23:59:59,3
-2.782584,54.02454,2016-04-09 23:59:59,3
-1.8700279999999998,50.78009,2016-08-24 23:59:59,3
-2.728252,53.76260500000001,2016-12-19 23:59:59,3
-0.771729,50.988907,2016-09-01 23:59:59,2
-1.505815,54.951961,2016-07-03 23:59:59,3
-0.096169,51.494337,2016-01-27 23:59:59,3
-1.963475,50.722791,2016-09-26 23:59:59,3
-2.0352639999999997,51.406451000000004,2016-04-14 23:59:59,3
-2.4897,51.50517,2016-07-28 23:59:59,3
-0.152687,51.461158000000005,2016-11-07 23:59:59,3
-0.257188,51.123259000000004,2016-08-25 23:59:59,2
-0.096523,51.368173,2016-05-19 23:59:59,3
0.5097550000000001,52.273928999999995,2016-08-02 23:59:59,3
-0.44371499999999997,50.921964,2016-08-15 23:59:59,2
-0.171175,51.217605999999996,2016-08-11 23:59:59,3
0.009784000000000001,51.577641,2016-01-05 23:59:59,3
-2.223955,53.453716,2016-01-23 23:59:59,2
-1.048314,52.645816,2016-03-13 23:59:59,2
-1.3811870000000002,53.80520500000001,2016-07-01 23:59:59,3
-1.860337,52.498352000000004,2016-11-13 23:59:59,3
0.252834,53.164086,2016-11-07 23:59:59,3
-1.561855,53.76459200000001,2016-05-31 23:59:59,3
-2.084689,53.514012,2016-12-17 23:59:59,3
0.8296020000000001,52.227131,2016-03-31 23:59:59,3
-0.130893,51.613868,2016-02-02 23:59:59,3
-2.409737,53.611368999999996,2016-09-30 23:59:59,3
-0.702954,51.983707,2016-03-22 23:59:59,3
-1.592364,53.795708999999995,2016-06-03 23:59:59,3
0.500761,51.746027000000005,2016-03-27 23:59:59,3
-4.206906,55.758173,2016-07-11 23:59:59,3
-1.4441030000000001,54.913869999999996,2016-11-25 23:59:59,3
-2.6945930000000002,52.996019999999994,2016-07-14 23:59:59,1
-1.8146950000000002,52.489380000000004,2016-03-14 23:59:59,2
-4.177566000000001,50.378408,2016-12-01 23:59:59,3
-1.300093,51.050315999999995,2016-06-22 23:59:59,2
-0.75448,50.829871999999995,2016-09-12 23:59:59,2
-0.234244,51.49272,2016-04-03 23:59:59,3
-0.183574,51.517126,2016-10-31 23:59:59,3
0.262832,52.40036,2016-09-28 23:59:59,2
-1.8992310000000001,52.489474,2016-03-17 23:59:59,2
-5.0564089999999995,50.254871,2016-03-23 23:59:59,3
-1.1954129999999998,51.726633,2016-01-15 23:59:59,3
0.13405999999999998,51.448284,2016-09-09 23:59:59,3
-2.210323,52.164812,2016-07-18 23:59:59,3
-0.096567,53.517368999999995,2016-01-19 23:59:59,3
-1.667025,54.986495999999995,2016-06-06 23:59:59,3
-2.201402,53.4898,2016-11-02 23:59:59,3
-0.15269000000000002,50.848516,2016-06-29 23:59:59,3
-2.249961,53.814351,2016-05-08 23:59:59,2
0.27819699999999997,51.413509999999995,2016-06-07 23:59:59,3
-4.334478,55.863121,2016-11-30 23:59:59,3
0.047070999999999995,52.351099,2016-09-15 23:59:59,3
-1.186962,51.723185,2016-07-22 23:59:59,3
-2.960811,53.736247999999996,2016-02-13 23:59:59,3
-0.43557299999999993,51.277878,2016-06-23 23:59:59,3
-0.913275,51.438815999999996,2016-10-28 23:59:59,3
-0.206889,51.518024,2016-02-20 23:59:59,3
-1.674952,52.432549,2016-11-03 23:59:59,3
-1.6133879999999998,53.815714,2016-05-28 23:59:59,3
-2.655885,51.209511,2016-06-14 23:59:59,2
-2.225893,53.509584999999994,2016-04-20 23:59:59,3
-2.040748,52.58466899999999,2016-08-27 23:59:59,3
-1.767713,53.805812,2016-07-19 23:59:59,3
-1.826612,53.640941000000005,2016-02-18 23:59:59,3
-3.7495339999999997,51.784946000000005,2016-03-19 23:59:59,3
-1.52591,53.809603,2016-12-20 23:59:59,3
-0.11770599999999999,51.457634000000006,2016-11-29 23:59:59,3
-3.9661230000000005,51.784401,2016-02-03 23:59:59,3
-0.383235,53.732888,2016-11-20 23:59:59,3
-1.3090680000000001,54.554616,2016-03-10 23:59:59,2
0.129331,52.789021,2016-12-23 23:59:59,3
-0.680301,50.788533,2016-12-11 23:59:59,3
-0.090376,51.000834999999995,2016-04-10 23:59:59,3
-0.984974,50.852636,2016-06-10 23:59:59,3
-1.68925,55.073083999999994,2016-07-03 23:59:59,3
-1.018994,51.870083,2016-07-19 23:59:59,2
-1.150156,52.96060799999999,2016-06-29 23:59:59,3
-2.604314,53.12059300000001,2016-05-30 23:59:59,3
-1.7406560000000002,52.362146,2016-07-05 23:59:59,3
-0.171175,51.217597,2016-09-24 23:59:59,3
-0.30362100000000003,51.490417,2016-10-25 23:59:59,3
-1.844877,52.521384,2016-05-21 23:59:59,3
-0.40060100000000004,53.761446,2016-06-11 23:59:59,3
-1.945891,50.921757,2016-06-02 23:59:59,2
-0.699507,51.497787,2016-09-03 23:59:59,3
-2.115573,52.621756999999995,2016-02-22 23:59:59,2
-1.526119,53.906783999999995,2016-11-25 23:59:59,3
-1.421476,54.889393000000005,2016-06-21 23:59:59,3
-1.017428,50.877356,2016-11-01 23:59:59,3
1.297713,52.618883,2016-12-03 23:59:59,2
-0.823933,52.260079,2016-10-07 23:59:59,3
-1.201006,53.150468000000004,2016-06-01 23:59:59,3
-0.0009699999999999999,51.592393,2016-08-06 23:59:59,3
-0.41445299999999996,51.373177,2016-06-04 23:59:59,3
-0.26603699999999997,51.665256,2016-10-19 23:59:59,3
-3.938682,51.632901000000004,2016-01-24 23:59:59,3
-1.58558,55.025517,2016-12-12 23:59:59,3
-0.5088229999999999,51.49371,2016-09-20 23:59:59,3
-0.48928999999999995,51.897339,2016-04-01 23:59:59,3
-1.266744,53.108965000000005,2016-06-20 23:59:59,3
-0.244246,51.752320000000005,2016-01-30 23:59:59,3
-3.393294,51.551592,2016-10-10 23:59:59,3
0.609209,50.88013,2016-02-03 23:59:59,3
-2.112206,54.307403,2016-03-22 23:59:59,3
-0.1473,51.537240999999995,2016-11-19 23:59:59,2
0.109082,50.992025,2016-07-14 23:59:59,3
0.523469,51.366248,2016-03-24 23:59:59,2
-4.294233,55.80641899999999,2016-03-02 23:59:59,3
-2.188431,53.00001999999999,2016-12-31 23:59:59,3
-2.42082,52.343925,2016-02-08 23:59:59,3
-1.077598,50.819627000000004,2016-05-17 23:59:59,3
-1.120167,52.598453000000006,2016-08-28 23:59:59,3
-0.272355,51.355214000000004,2016-10-18 23:59:59,3
0.177677,51.395213,2016-03-23 23:59:59,3
1.166466,51.146913,2016-02-10 23:59:59,2
-0.192741,51.456657,2016-06-30 23:59:59,3
-1.8193970000000002,52.44174,2016-05-24 23:59:59,3
-2.130132,52.604877,2016-10-08 23:59:59,3
-0.26485,51.593354,2016-04-06 23:59:59,3
-0.019303999999999998,51.55925,2016-12-23 23:59:59,3
-4.049938,50.558375,2016-11-11 23:59:59,3
-1.062335,52.603224,2016-07-06 23:59:59,3
-1.9042970000000001,50.74524,2016-11-21 23:59:59,3
-1.449177,50.942268,2016-05-27 23:59:59,3
-2.127688,55.03091800000001,2016-02-10 23:59:59,2
-1.1682649999999999,53.535292000000005,2016-10-05 23:59:59,3
0.9019719999999999,51.140665999999996,2016-08-02 23:59:59,3
-1.635176,53.69229300000001,2016-10-09 23:59:59,2
-4.254645,53.053991,2016-03-16 23:59:59,2
-0.027001,51.531413,2016-02-29 23:59:59,3
-0.22711199999999998,51.505742,2016-12-30 23:59:59,1
-1.720768,52.76481,2016-06-20 23:59:59,3
-1.214193,51.728271,2016-06-14 23:59:59,3
-1.152585,53.920611,2016-04-18 23:59:59,2
-3.1417650000000004,51.499269,2016-09-26 23:59:59,3
-1.6109879999999999,53.95663100000001,2016-09-13 23:59:59,3
-0.42012200000000005,51.840501,2016-08-08 23:59:59,3
-0.1855,51.483163,2016-12-31 23:59:59,3
-0.5142100000000001,51.281645000000005,2016-08-08 23:59:59,3
-0.993466,50.868006,2016-09-14 23:59:59,3
-2.074279,52.600835,2016-12-29 23:59:59,1
-1.9688970000000001,54.967879,2016-07-23 23:59:59,3
-3.527635,54.485186999999996,2016-09-30 23:59:59,3
-1.319602,53.196601,2016-02-07 23:59:59,3
-0.190869,52.331524,2016-05-31 23:59:59,3
-0.476128,51.451214,2016-09-07 23:59:59,3
0.06321900000000001,51.533727,2016-07-31 23:59:59,3
-1.302184,53.397819999999996,2016-12-14 23:59:59,3
-4.208444,55.763115,2016-04-25 23:59:59,3
-0.500584,50.81925,2016-07-18 23:59:59,3
0.014322,51.614973,2016-03-24 23:59:59,3
-3.038223,53.418276,2016-07-03 23:59:59,3
1.53857,52.778780000000005,2016-08-13 23:59:59,2
0.721688,51.79658,2016-11-29 23:59:59,3
-2.891414,53.573101,2016-05-05 23:59:59,2
-1.563418,53.472975,2016-12-03 23:59:59,3
-0.097173,51.362877000000005,2016-11-09 23:59:59,3
-0.13109300000000002,51.425924,2016-10-20 23:59:59,3
0.607733,51.8419,2016-03-21 23:59:59,3
-2.28136,51.715645,2016-09-30 23:59:59,3
-0.381067,51.706635,2016-08-08 23:59:59,3
-1.772576,53.785543999999994,2016-06-28 23:59:59,3
-3.274175,55.964877,2016-11-18 23:59:59,3
-3.5742839999999996,50.437778,2016-07-01 23:59:59,3
-4.303419,50.504381,2016-04-19 23:59:59,3
-1.518194,54.124295999999994,2016-12-10 23:59:59,3
-2.75884,53.046121,2016-10-04 23:59:59,1
-1.2544170000000001,52.390485,2016-06-13 23:59:59,2
-3.1373759999999997,53.168339,2016-11-29 23:59:59,2
-0.023363,51.475596,2016-11-21 23:59:59,3
-1.461502,52.903886,2016-12-23 23:59:59,2
0.12088299999999999,51.499334000000005,2016-02-04 23:59:59,2
-1.4863309999999998,52.91273399999999,2016-10-02 23:59:59,3
-1.9696900000000002,52.78524399999999,2016-02-24 23:59:59,3
-3.5222010000000004,50.724992,2016-04-02 23:59:59,3
1.163597,52.770477,2016-12-07 23:59:59,3
-2.431937,53.596064,2016-09-10 23:59:59,3
-3.2629,51.524356,2016-04-19 23:59:59,3
-0.031022000000000004,52.057736,2016-12-15 23:59:59,2
-0.37614899999999996,51.553222,2016-11-15 23:59:59,3
-1.808919,52.649654000000005,2016-03-10 23:59:59,3
-2.120202,53.000406000000005,2016-02-22 23:59:59,3
-2.331732,53.725618999999995,2016-09-22 23:59:59,3
-1.186031,50.839994,2016-01-03 23:59:59,3
-1.380788,50.984829,2016-04-08 23:59:59,3
-1.1305379999999998,53.521586,2016-07-29 23:59:59,3
-0.498475,51.361353,2016-07-15 23:59:59,3
-3.8414610000000002,55.734815000000005,2016-01-29 23:59:59,2
-1.18432,50.859919,2016-02-24 23:59:59,2
-0.295192,51.751775,2016-11-01 23:59:59,3
-0.572677,53.243151,2016-08-02 23:59:59,3
-2.50502,53.75530500000001,2016-06-07 23:59:59,3
0.25009899999999996,50.860627,2016-12-01 23:59:59,2
-2.277087,51.741199,2016-04-09 23:59:59,3
0.260925,51.467121,2016-04-11 23:59:59,3
0.065588,51.576491,2016-11-17 23:59:59,3
-2.580243,51.470103,2016-02-08 23:59:59,3
0.25924400000000003,51.465139,2016-03-11 23:59:59,3
-2.2147930000000002,51.86887,2016-11-15 23:59:59,3
-1.321761,54.767789,2016-10-26 23:59:59,3
-0.728445,52.420701,2016-10-15 23:59:59,3
-2.966344,54.884356999999994,2016-12-03 23:59:59,3
0.10884400000000001,52.22078,2016-05-26 23:59:59,3
-1.506359,55.013268999999994,2016-10-24 23:59:59,3
-3.242413,51.511509000000004,2016-08-11 23:59:59,3
-3.9314400000000003,55.835715,2016-01-18 23:59:59,3
-1.372702,53.078224,2016-05-19 23:59:59,3
-1.273955,52.068649,2016-09-22 23:59:59,3
-0.2523,51.514033000000005,2016-04-19 23:59:59,3
-1.7728979999999999,53.815736,2016-09-05 23:59:59,2
-0.06831799999999999,51.474996000000004,2016-08-12 23:59:59,3
-0.976418,51.444142,2016-05-25 23:59:59,3
-0.199987,51.477361,2016-07-27 23:59:59,3
-1.602356,54.506353000000004,2016-01-23 23:59:59,1
-2.954359,53.381024,2016-01-22 23:59:59,2
-3.795732,53.258478000000004,2016-11-22 23:59:59,3
-1.116827,52.961110999999995,2016-07-28 23:59:59,3
-2.1636919999999997,53.813871,2016-05-19 23:59:59,3
-2.082881,52.495664,2016-03-15 23:59:59,2
-2.331128,53.069097,2016-08-23 23:59:59,3
0.532957,51.273623,2016-08-03 23:59:59,3
-5.192979,50.153741,2016-07-01 23:59:59,3
-0.090473,52.301656,2016-04-01 23:59:59,3
-2.038643,53.359061,2016-02-08 23:59:59,3
-1.958684,52.397548,2016-12-26 23:59:59,3
-1.135457,52.63174,2016-05-24 23:59:59,3
-0.20748000000000003,51.491954,2016-09-16 23:59:59,3
-0.715739,51.977112,2016-11-29 23:59:59,3
-2.333723,52.071752000000004,2016-02-16 23:59:59,3
-1.9308740000000002,53.871226,2016-10-05 23:59:59,2
-0.176205,51.48149,2016-10-06 23:59:59,3
-2.6163689999999997,53.37896,2016-10-22 23:59:59,1
-4.329566000000001,55.895588000000004,2016-11-18 23:59:59,3
-1.487956,53.3424,2016-07-07 23:59:59,3
-3.040292,53.793112,2016-06-01 23:59:59,3
-3.290768,52.511255000000006,2016-11-29 23:59:59,2
-4.345036,55.842068000000005,2016-11-11 23:59:59,3
-0.126584,51.500941999999995,2016-05-06 23:59:59,3
-0.174921,51.484798,2016-03-16 23:59:59,3
-2.867642,53.474839,2016-06-07 23:59:59,3
-3.050605,53.798775,2016-02-09 23:59:59,3
-1.8090709999999999,50.841165000000004,2016-03-02 23:59:59,3
0.20871199999999998,51.593309000000005,2016-06-30 23:59:59,3
-4.761032,55.654711,2016-01-01 23:59:59,3
-1.885115,53.714248,2016-09-20 23:59:59,3
-1.675952,53.127124,2016-11-09 23:59:59,3
-0.391054,51.887512,2016-06-10 23:59:59,3
-0.17751,51.520988,2016-08-12 23:59:59,3
-0.07743799999999999,51.538905,2016-08-10 23:59:59,2
-3.212416,51.522604,2016-12-16 23:59:59,3
-2.85039,54.055898,2016-10-14 23:59:59,2
-2.8987,53.385861,2016-04-02 23:59:59,3
0.081298,51.752373,2016-02-02 23:59:59,3
-1.123132,53.986885,2016-05-25 23:59:59,3
-1.519518,53.869214,2016-03-08 23:59:59,3
-0.023111000000000003,51.518038,2016-04-07 23:59:59,3
0.586449,50.875807,2016-04-25 23:59:59,3
-4.112618,50.377322,2016-03-11 23:59:59,3
-2.695447,53.77862,2016-08-09 23:59:59,2
-0.046816,51.513129,2016-07-08 23:59:59,3
-2.015926,52.675788,2016-04-05 23:59:59,2
-3.195333,52.507762,2016-05-14 23:59:59,2
0.067935,51.351265000000005,2016-04-08 23:59:59,3
-1.238861,51.748340999999996,2016-11-08 23:59:59,3
0.270386,51.498153,2016-04-02 23:59:59,3
-0.063842,51.342546,2016-01-23 23:59:59,3
-0.20848200000000003,51.550871,2016-10-30 23:59:59,3
-0.135544,51.472038,2016-03-19 23:59:59,3
-3.2023080000000004,55.941679,2016-08-09 23:59:59,3
-1.4476440000000002,54.927537,2016-01-14 23:59:59,3
-0.40405,51.879156,2016-11-28 23:59:59,2
-2.027917,52.576078,2016-07-21 23:59:59,3
-1.35798,52.044753,2016-09-18 23:59:59,3
